Timestamp,Mode,Exercise,Difficulty,UserAnswer,CorrectAnswer,Status,TimeTaken,Points
2026-03-03T04:59:00.652521,Cash Counting,Cash Counting,Medium,49.0,49,Correct,24.42,24
